carrier_id,firm_id,depot_zone,contract_firms,depot_lower,depot_upper,depot_time_before,depot_time_after,c_x,c_y,md_D,md_E,hdt_D,hdt_E,hdv_D,hdv_E,ev_type
B2B_98420_0md_D,B2B_98420_0,176,['98420_0'],577,1514,10,20,-97.3092946819527,30.093453629269,18,12,6,5,12,5,Battery Electric
B2B_98420_0md_E,B2B_98420_0,176,['98420_0'],577,1514,10,20,-97.3092946819527,30.093453629269,18,12,6,5,12,5,Battery Electric
B2B_98420_0hdv_D,B2B_98420_0,176,['98420_0'],577,1514,10,20,-97.3092946819527,30.093453629269,18,12,6,5,12,5,Battery Electric
B2B_119437_1md_D_0,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1md_D_1,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1md_D_2,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1md_D_3,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1md_E_0,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1md_E_1,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdt_D_0,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdt_D_1,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdt_E,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdv_D_0,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdv_D_1,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_119437_1hdv_E,B2B_119437_1,166,['119437_1'],444,1383,10,20,-97.3567528575161,30.3296253447903,68,33,36,12,32,14,Battery Electric
B2B_121545_2hdt_D,B2B_121545_2,3148,['121545_2'],421,1640,25,20,-98.23208406606597,30.04127162823274,22,8,38,7,22,7,Battery Electric
B2B_121545_2hdt_E,B2B_121545_2,3148,['121545_2'],421,1640,25,20,-98.23208406606597,30.04127162823274,22,8,38,7,22,7,Battery Electric
B2B_121545_2hdv_D,B2B_121545_2,3148,['121545_2'],421,1640,25,20,-98.23208406606597,30.04127162823274,22,8,38,7,22,7,Battery Electric
B2B_854569_3hdt_D,B2B_854569_3,192,['854569_3'],776,2880,10,20,-97.4500037823944,29.9630410650742,5,5,13,5,11,5,Battery Electric
B2B_854569_3hdv_D,B2B_854569_3,192,['854569_3'],776,2880,10,20,-97.4500037823944,29.9630410650742,5,5,13,5,11,5,Battery Electric
B2B_854798_4hdt_D,B2B_854798_4,6556,['854798_4'],253,1550,5,5,-97.92081127994568,30.74437684458417,8,5,8,5,7,5,Battery Electric
B2B_854798_4hdv_D,B2B_854798_4,6556,['854798_4'],253,1550,5,5,-97.92081127994568,30.74437684458417,8,5,8,5,7,5,Battery Electric
B2B_856025_5hdt_D,B2B_856025_5,184,['856025_5'],194,1321,25,20,-97.15074579105176,30.118563342981947,10,5,20,6,10,6,Battery Electric
B2B_856025_5hdt_E,B2B_856025_5,184,['856025_5'],194,1321,25,20,-97.15074579105176,30.118563342981947,10,5,20,6,10,6,Battery Electric
B2B_856945_6md_D,B2B_856945_6,3132,['856945_6'],347,1640,5,5,-98.00981900273317,29.80132702891156,15,11,9,5,7,5,Battery Electric
B2B_856945_6md_E,B2B_856945_6,3132,['856945_6'],347,1640,5,5,-98.00981900273317,29.80132702891156,15,11,9,5,7,5,Battery Electric
B2B_862589_7hdt_D,B2B_862589_7,167,['862589_7'],815,2880,20,5,-97.3539670227327,30.3467139401019,5,5,6,5,5,5,Battery Electric
B2B_864558_8hdv_D,B2B_864558_8,3132,['864558_8'],127,1285,20,20,-98.00981900273317,29.80132702891156,6,5,10,5,11,5,Battery Electric
B2B_864996_9hdt_D,B2B_864996_9,159,['864996_9'],882,1285,5,10,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_864996_10md_D,B2B_864996_10,159,['864996_10'],768,2880,10,25,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_864996_10md_E,B2B_864996_10,159,['864996_10'],768,2880,10,25,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_864996_10hdt_D,B2B_864996_10,159,['864996_10'],768,2880,10,25,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_864996_10hdt_E,B2B_864996_10,159,['864996_10'],768,2880,10,25,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_864996_10hdv_D,B2B_864996_10,159,['864996_10'],768,2880,10,25,-97.3696796712803,30.2432082897841,16,11,22,11,16,5,Battery Electric
B2B_877119_11hdt_D,B2B_877119_11,184,['877119_11'],417,1658,10,5,-97.15074579105176,30.118563342981947,5,5,7,5,5,5,Battery Electric
B2B_879940_12hdt_D,B2B_879940_12,184,['879940_12'],320,1352,25,10,-97.15074579105176,30.118563342981947,5,5,7,5,7,5,Battery Electric
B2B_879940_12hdv_D,B2B_879940_12,184,['879940_12'],320,1352,25,10,-97.15074579105176,30.118563342981947,5,5,7,5,7,5,Battery Electric
B2B_881570_13md_D,B2B_881570_13,172,['881570_13'],542,1640,20,5,-97.2867855440191,30.0504291685332,14,12,12,5,6,5,Battery Electric
B2B_881570_13md_E,B2B_881570_13,172,['881570_13'],542,1640,20,5,-97.2867855440191,30.0504291685332,14,12,12,5,6,5,Battery Electric
B2B_881570_13hdt_D,B2B_881570_13,172,['881570_13'],542,1640,20,5,-97.2867855440191,30.0504291685332,14,12,12,5,6,5,Battery Electric
B2B_887848_14hdt_D,B2B_887848_14,175,['887848_14'],725,2880,5,10,-97.3221849427473,30.1137822582258,5,5,11,5,6,5,Battery Electric
B2B_887848_14hdv_D,B2B_887848_14,175,['887848_14'],725,2880,5,10,-97.3221849427473,30.1137822582258,5,5,11,5,6,5,Battery Electric
B2B_889020_15md_D,B2B_889020_15,162,['889020_15'],666,1428,15,10,-97.2746891155909,30.3397759292207,14,14,14,5,5,5,Battery Electric
B2B_889020_15md_E,B2B_889020_15,162,['889020_15'],666,1428,15,10,-97.2746891155909,30.3397759292207,14,14,14,5,5,5,Battery Electric
B2B_889020_15hdt_D,B2B_889020_15,162,['889020_15'],666,1428,15,10,-97.2746891155909,30.3397759292207,14,14,14,5,5,5,Battery Electric
B2B_898072_16hdt_D,B2B_898072_16,6553,['898072_16'],121,1522,20,15,-97.73598913607752,30.876302785723396,5,5,6,5,6,5,PHEV
B2B_905183_17md_D,B2B_905183_17,3148,['905183_17'],300,1405,10,20,-98.23208406606597,30.04127162823274,17,5,9,5,6,5,Battery Electric
B2B_905183_17hdt_D,B2B_905183_17,3148,['905183_17'],300,1405,10,20,-98.23208406606597,30.04127162823274,17,5,9,5,6,5,Battery Electric
B2B_906687_18hdv_D,B2B_906687_18,192,['906687_18'],770,1329,15,15,-97.5010971959478,29.9971354046287,5,5,9,5,12,6,Battery Electric
B2B_906687_18hdv_E,B2B_906687_18,192,['906687_18'],770,1329,15,15,-97.5010971959478,29.9971354046287,5,5,9,5,12,6,Battery Electric
B2B_907849_19hdt_D,B2B_907849_19,6553,['907849_19'],198,1550,5,5,-97.73598913607752,30.876302785723396,7,5,12,5,8,5,Battery Electric
B2B_913099_20hdt_D,B2B_913099_20,184,['913099_20'],225,1262,15,25,-97.15074579105176,30.118563342981947,9,5,7,5,6,5,Battery Electric
B2B_920570_21md_D,B2B_920570_21,3148,['920570_21'],390,1536,20,20,-98.23208406606597,30.04127162823274,14,10,6,5,6,5,Battery Electric
B2B_920570_21md_E,B2B_920570_21,3148,['920570_21'],390,1536,20,20,-98.23208406606597,30.04127162823274,14,10,6,5,6,5,Battery Electric
B2B_921259_22hdt_D,B2B_921259_22,6556,['921259_22'],344,1420,25,15,-97.92081127994568,30.74437684458417,5,5,6,5,5,5,Battery Electric
B2B_934733_23hdv_D,B2B_934733_23,189,['934733_23'],275,2880,15,25,-97.1426478430752,30.0022054769005,5,5,5,5,7,5,Battery Electric
B2B_947112_24hdt_D,B2B_947112_24,187,['947112_24'],482,2880,10,10,-97.1509361747227,30.0115653044345,6,5,6,5,5,5,Battery Electric
B2B_967139_25hdv_D,B2B_967139_25,186,['967139_25'],442,2880,5,15,-97.2040715806587,29.9726900937924,5,5,6,5,11,5,Battery Electric
B2B_976678_26md_D,B2B_976678_26,3132,['976678_26'],306,1507,25,10,-98.00981900273317,29.80132702891156,16,6,9,5,7,5,Battery Electric
B2B_976678_26md_E,B2B_976678_26,3132,['976678_26'],306,1507,25,10,-98.00981900273317,29.80132702891156,16,6,9,5,7,5,Battery Electric
B2B_977636_27hdt_D,B2B_977636_27,168,['977636_27'],830,2880,10,10,-97.5317668455208,30.1383943998543,7,5,13,5,7,5,Battery Electric
B2B_977636_27hdv_D,B2B_977636_27,168,['977636_27'],830,2880,10,10,-97.5317668455208,30.1383943998543,7,5,13,5,7,5,Battery Electric
B2B_977638_28md_D,B2B_977638_28,159,['977638_28'],495,2880,5,10,-97.3692914618333,30.2464717011925,16,11,19,11,14,5,Battery Electric
B2B_977638_28md_E,B2B_977638_28,159,['977638_28'],495,2880,5,10,-97.3692914618333,30.2464717011925,16,11,19,11,14,5,Battery Electric
B2B_977638_28hdt_D,B2B_977638_28,159,['977638_28'],495,2880,5,10,-97.3692914618333,30.2464717011925,16,11,19,11,14,5,Battery Electric
B2B_977638_28hdt_E,B2B_977638_28,159,['977638_28'],495,2880,5,10,-97.3692914618333,30.2464717011925,16,11,19,11,14,5,Battery Electric
B2B_977638_28hdv_D,B2B_977638_28,159,['977638_28'],495,2880,5,10,-97.3692914618333,30.2464717011925,16,11,19,11,14,5,Battery Electric
B2B_979604_29hdt_D,B2B_979604_29,3164,['979604_29'],441,1670,10,5,-98.1475744617834,30.208051188734967,9,5,13,5,7,5,Battery Electric
B2B_979632_30md_D,B2B_979632_30,3132,['979632_30'],344,1298,20,5,-98.00981900273317,29.80132702891156,16,11,8,5,11,5,Battery Electric
B2B_979632_30md_E,B2B_979632_30,3132,['979632_30'],344,1298,20,5,-98.00981900273317,29.80132702891156,16,11,8,5,11,5,Battery Electric
B2B_979632_30hdv_D,B2B_979632_30,3132,['979632_30'],344,1298,20,5,-98.00981900273317,29.80132702891156,16,11,8,5,11,5,Battery Electric
B2B_985717_31md_D,B2B_985717_31,186,['985717_31'],415,2880,15,5,-97.3361821464952,29.9500888376366,16,11,20,11,22,5,Battery Electric
B2B_985717_31md_E,B2B_985717_31,186,['985717_31'],415,2880,15,5,-97.3361821464952,29.9500888376366,16,11,20,11,22,5,Battery Electric
B2B_985717_31hdt_D,B2B_985717_31,186,['985717_31'],415,2880,15,5,-97.3361821464952,29.9500888376366,16,11,20,11,22,5,Battery Electric
B2B_985717_31hdt_E,B2B_985717_31,186,['985717_31'],415,2880,15,5,-97.3361821464952,29.9500888376366,16,11,20,11,22,5,Battery Electric
B2B_985717_31hdv_D,B2B_985717_31,186,['985717_31'],415,2880,15,5,-97.3361821464952,29.9500888376366,16,11,20,11,22,5,Battery Electric
B2B_986709_32hdt_D,B2B_986709_32,194,['986709_32'],822,2880,15,5,-97.636178579088,30.0583690276126,5,5,7,5,6,5,Battery Electric
B2B_992009_33hdv_D,B2B_992009_33,184,['992009_33'],148,1374,25,10,-97.15074579105176,30.118563342981947,7,6,6,6,11,5,Battery Electric
B2B_992726_34hdt_D,B2B_992726_34,3132,['992726_34'],249,1356,5,10,-98.00981900273317,29.80132702891156,5,5,8,5,6,5,Battery Electric
B2B_1053745_35md_D,B2B_1053745_35,193,['1053745_35'],264,2880,10,20,-97.5804464169138,30.1210252790802,11,5,6,5,5,5,Battery Electric
B2B_1053745_35hdt_D,B2B_1053745_35,193,['1053745_35'],264,2880,10,20,-97.5804464169138,30.1210252790802,11,5,6,5,5,5,Battery Electric
B2B_1064889_36md_D,B2B_1064889_36,184,['1064889_36'],262,1624,5,25,-97.15074579105176,30.118563342981947,10,6,6,5,5,5,Battery Electric
B2B_1064889_36md_E,B2B_1064889_36,184,['1064889_36'],262,1624,5,25,-97.15074579105176,30.118563342981947,10,6,6,5,5,5,Battery Electric
B2B_1076588_37hdv_D,B2B_1076588_37,179,['1076588_37'],712,1330,15,20,-97.3272656408307,30.1566995712101,6,5,5,5,6,5,Battery Electric
B2B_1078460_38md_D,B2B_1078460_38,163,['1078460_38'],836,1391,25,15,-97.3620893406669,30.3701002773118,6,5,5,5,6,5,Battery Electric
B2B_1078460_39md_D,B2B_1078460_39,163,['1078460_39'],715,2880,25,15,-97.3620893406669,30.3701002773118,6,5,5,5,6,5,Battery Electric
B2B_1080592_40md_D,B2B_1080592_40,181,['1080592_40'],415,1405,20,15,-97.0920964395242,30.1517694469264,12,5,6,5,6,5,Battery Electric
B2B_1080592_40hdt_D,B2B_1080592_40,181,['1080592_40'],415,1405,20,15,-97.0920964395242,30.1517694469264,12,5,6,5,6,5,Battery Electric
B2B_1080592_40hdv_D,B2B_1080592_40,181,['1080592_40'],415,1405,20,15,-97.0920964395242,30.1517694469264,12,5,6,5,6,5,Battery Electric
B2B_1081619_41md_D,B2B_1081619_41,3132,['1081619_41'],460,1428,10,25,-98.00981900273317,29.80132702891156,6,5,6,5,5,5,Battery Electric
B2B_1086167_42hdt_D,B2B_1086167_42,5821,['1086167_42'],680,1616,20,20,-97.97278849095936,30.502671582093864,5,5,6,5,5,5,Battery Electric
B2B_1106680_43md_D,B2B_1106680_43,159,['1106680_43'],820,2880,5,10,-97.3805229034009,30.1987622509422,7,5,6,5,5,5,Battery Electric
B2B_1106682_44md_D,B2B_1106682_44,162,['1106682_44'],302,1656,15,5,-97.170903812659,30.2902661850596,11,5,6,5,5,5,Battery Electric
B2B_1106682_44hdt_D,B2B_1106682_44,162,['1106682_44'],302,1656,15,5,-97.170903812659,30.2902661850596,11,5,6,5,5,5,Battery Electric
B2B_1106682_45hdt_D,B2B_1106682_45,162,['1106682_45'],466,2880,5,15,-97.170903812659,30.2902661850596,11,5,6,5,5,5,Battery Electric
B2B_1108564_46hdt_D,B2B_1108564_46,184,['1108564_46'],430,1284,15,25,-97.15074579105176,30.118563342981947,5,5,6,5,5,5,Battery Electric
B2B_1122541_47hdv_D,B2B_1122541_47,6730,['1122541_47'],556,1613,15,25,-97.42082228392508,30.75682337175888,6,5,6,5,7,5,Battery Electric
B2B_1123080_48hdv_D,B2B_1123080_48,184,['1123080_48'],140,1348,20,5,-97.15074579105176,30.118563342981947,5,5,5,5,6,5,Battery Electric
B2B_1126173_49hdt_D,B2B_1126173_49,3148,['1126173_49'],567,1401,20,10,-98.23208406606597,30.04127162823274,5,5,6,5,5,5,Battery Electric
B2B_1258962_50hdt_D,B2B_1258962_50,3148,['1258962_50'],410,1418,15,20,-98.23208406606597,30.04127162823274,5,5,6,5,5,5,Battery Electric
B2B_1392855_51md_D,B2B_1392855_51,184,['1392855_51'],368,1302,10,20,-97.15074579105176,30.118563342981947,6,5,5,5,5,5,Battery Electric
B2B_1543371_52hdt_D,B2B_1543371_52,191,['1543371_52'],746,2880,25,15,-97.5880573383662,30.099514855035,5,5,10,5,5,5,Battery Electric
B2B_1543376_53hdv_D,B2B_1543376_53,194,['1543376_53'],810,2880,20,15,-97.5986651633145,30.0854602177778,5,5,5,5,6,5,Battery Electric
B2B_2627740_0hdt_D,B2B_2627740_0,6730,"[950650, 950650, 950650, 950650]",208,1365,30,35,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2627856_1hdt_D,B2B_2627856_1,162,"[119437, 119437, 119437]",945,1278,10,35,-97.2746416346007,30.3276691484095,5,5,8,5,5,5,Battery Electric
B2B_2629232_2hdt_D,B2B_2629232_2,6679,"[119437, 119437, 119437]",930,1500,15,5,-97.6719820563977,30.5033589593195,5,5,8,5,5,5,Battery Electric
B2B_2630523_3hdv_D,B2B_2630523_3,6045,"[119437, 119437, 119437]",422,1624,15,15,-97.6666019537163,30.3090346831666,5,5,5,5,8,5,Battery Electric
B2B_2630529_4hdt_D,B2B_2630529_4,5980,"[889020, 889020, 889020, 889020]",859,1337,10,25,-97.511598929469,30.4262586501847,5,5,8,5,5,5,Battery Electric
B2B_2630543_5hdt_D,B2B_2630543_5,5673,"[864996, 864996]",910,1472,35,5,-97.7779201918023,30.2520947187685,5,5,8,5,5,5,PHEV
B2B_2630544_6hdt_D,B2B_2630544_6,6053,"[16084, 16084]",319,2880,25,25,-97.679677441994,30.2619411471157,5,5,8,5,5,5,Battery Electric
B2B_2631464_7hdt_D,B2B_2631464_7,6553,[898072],215,1440,5,35,-97.73598913607752,30.876302785723396,5,5,8,5,5,5,Battery Electric
B2B_2632054_8hdt_D,B2B_2632054_8,6730,[1113790],336,1483,30,35,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2633641_9hdt_D,B2B_2633641_9,6553,"[1270811, 1270811, 1270811]",60,1318,15,30,-97.73598913607752,30.876302785723396,5,5,8,5,5,5,Battery Electric
B2B_2639530_10hdt_D,B2B_2639530_10,6730,"[909655, 909655]",580,1641,5,30,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2641349_11hdt_D,B2B_2641349_11,184,"[860753, 860753]",360,1513,35,15,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,Battery Electric
B2B_2641408_12hdt_D,B2B_2641408_12,184,"[1096767, 1096767]",456,1670,30,35,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,Battery Electric
B2B_2641739_13hdt_D,B2B_2641739_13,184,[1091127],349,1406,35,5,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,Battery Electric
B2B_2653237_14hdt_D,B2B_2653237_14,1824,"[967139, 967139, 967139, 967139]",174,2880,20,5,-97.482365146365,29.789716257180924,5,5,8,5,5,5,Battery Electric
B2B_2655691_15hdt_D,B2B_2655691_15,6730,"[854213, 854213]",166,1550,35,20,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2656543_16hdt_D_0,B2B_2656543_16,5993,"[1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745]",367,2880,20,20,-97.8010707132722,30.2436993005897,8,5,20,5,11,5,Battery Electric
B2B_2656543_16hdt_D_1,B2B_2656543_16,5993,"[1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745, 1053745]",367,2880,20,20,-97.8010707132722,30.2436993005897,8,5,20,5,11,5,Battery Electric
B2B_2656546_17hdt_D,B2B_2656546_17,6076,"[98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420, 98420]",564,1576,30,25,-97.4658978484719,30.2766636615342,5,5,26,5,8,5,Battery Electric
B2B_2657228_18hdt_D,B2B_2657228_18,184,"[7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332, 7332]",345,1590,15,30,-97.15074579105176,30.118563342981947,5,5,29,5,5,5,Battery Electric
B2B_2657231_19hdt_D,B2B_2657231_19,184,[1086722],199,1426,30,20,-97.15074579105176,30.118563342981947,5,8,26,5,5,5,Battery Electric
B2B_2657233_20hdv_D,B2B_2657233_20,184,"[990884, 990884]",350,1428,20,20,-97.15074579105176,30.118563342981947,5,5,17,8,11,5,Battery Electric
B2B_2657380_21hdt_D,B2B_2657380_21,6730,"[979538, 979538, 979538, 979538]",183,1379,30,5,-97.42082228392508,30.75682337175888,8,5,23,5,8,5,Battery Electric
B2B_2663314_22hdt_D,B2B_2663314_22,184,"[125353, 125353]",267,1464,35,5,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,Battery Electric
B2B_2663362_23hdt_D,B2B_2663362_23,184,"[979150, 979150]",417,1372,20,20,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,PHEV
B2B_2663466_24hdt_D,B2B_2663466_24,184,[1094849],600,1570,20,20,-97.15074579105176,30.118563342981947,5,5,8,5,5,5,Battery Electric
B2B_2663925_25hdt_D,B2B_2663925_25,3148,"[911947, 911947]",320,1555,10,25,-98.23208406606597,30.04127162823274,5,5,8,5,5,5,PHEV
B2B_2664615_26hdt_D,B2B_2664615_26,6730,[1122541],190,1591,25,5,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2664638_27hdt_D,B2B_2664638_27,1827,"[979511, 979511]",340,1529,20,15,-97.61934699500397,29.65414699810788,5,5,8,5,5,5,PHEV
B2B_2665174_28hdt_D,B2B_2665174_28,6553,"[856329, 856329]",490,1565,30,35,-97.73598913607752,30.876302785723396,5,5,8,5,5,5,Battery Electric
B2B_2665776_29hdt_D,B2B_2665776_29,6553,"[950615, 950615]",260,1557,5,5,-97.73598913607752,30.876302785723396,5,5,8,5,5,5,Battery Electric
B2B_2666347_30hdt_D,B2B_2666347_30,6730,[998412],148,1391,20,30,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2667307_31hdt_D,B2B_2667307_31,6730,[1394790],236,1392,30,10,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2673244_32hdt_D,B2B_2673244_32,186,"[947112, 947112]",289,2880,20,25,-97.3747465790237,29.8673287894282,5,5,8,5,5,5,Battery Electric
B2B_2674704_33hdt_D,B2B_2674704_33,3164,"[979530, 979530]",192,1590,10,15,-98.1475744617834,30.208051188734967,5,5,8,5,5,5,Battery Electric
B2B_2681696_34hdv_D,B2B_2681696_34,6684,"[119437, 119437, 119437]",187,1463,5,15,-97.6497530491681,30.5141722294965,5,5,5,5,8,5,Battery Electric
B2B_2686199_35hdt_D,B2B_2686199_35,6730,"[1015277, 1015277, 1015277]",331,1607,30,5,-97.42082228392508,30.75682337175888,5,5,8,5,5,5,Battery Electric
B2B_2686998_36hdt_D,B2B_2686998_36,6553,"[992042, 992042]",524,1497,20,5,-97.73598913607752,30.876302785723396,5,5,8,5,5,5,Battery Electric
B2B_2687449_37hdt_D,B2B_2687449_37,5948,"[119437, 119437, 119437]",324,1480,5,5,-97.6939202570692,30.4205368113912,5,5,8,5,5,5,Battery Electric
B2B_2687454_38hdt_D,B2B_2687454_38,5865,"[119437, 119437, 119437]",418,1670,30,25,-97.7496166344853,30.4386131007432,5,5,8,5,5,5,Battery Electric
B2B_2687461_39hdt_D,B2B_2687461_39,5635,"[119437, 119437, 119437]",533,1470,5,30,-97.7490209842644,30.2895428024925,5,5,8,5,5,5,Battery Electric
B2B_2687463_40hdt_D,B2B_2687463_40,6092,"[119437, 119437, 119437]",850,1323,5,25,-97.7013538913651,30.2264359250395,5,5,8,5,5,5,Battery Electric
B2B_2687468_41hdt_D,B2B_2687468_41,5946,"[119437, 119437, 119437]",729,1427,10,5,-97.6953641705342,30.4385642675634,5,5,8,5,5,5,Battery Electric
B2B_2687470_42hdt_D,B2B_2687470_42,5930,"[1076588, 1076588, 1076588, 1076588]",684,1281,15,15,-97.6373123165277,30.4269293882523,5,5,8,5,5,5,Battery Electric
B2B_2689389_43hdt_D,B2B_2689389_43,6556,"[34194, 34194]",284,1540,10,15,-97.92081127994568,30.74437684458417,5,5,8,5,5,5,Battery Electric
B2B_2690575_44hdt_D,B2B_2690575_44,6730,[1071303],620,1487,15,30,-97.42082228392508,30.75682337175888,8,5,50,8,14,5,Battery Electric
B2B_2692063_45md_D,B2B_2692063_45,184,[1083766],640,1357,10,35,-97.15074579105176,30.118563342981947,17,5,44,8,11,5,Battery Electric
B2B_2692269_46hdt_D,B2B_2692269_46,3132,"[980746, 980746]",592,1665,5,35,-98.00981900273317,29.80132702891156,5,5,62,5,11,8,Battery Electric
